-263.40437317 -263.37465847 -263.37030887 -263.35308167
-263.40218554 -263.37284604 -263.36858943 -263.35148714
-263.40305542 -263.37443582 -263.36999062 -263.35257162
-263.40218554 -263.37284514 -263.36858894 -263.35148664
-263.40288799 -263.37433549 -263.36984489 -263.35241919
-263.40439269 -263.37681629 -263.37206709 -263.35378499
-263.40472059 -263.37824689 -263.37333509 -263.35364539
-263.40326524 -263.37803424 -263.37303664 -263.35141954
-263.40066482 -263.37690432 -263.37173562 -263.34775522
-263.39800155 -263.37611715 -263.37034685 -263.34372495
-263.39613943 -263.37675443 -263.36951393 -263.34016923
-263.39543262 -263.37927932 -263.36944252 -263.33742262
-263.39574775 -263.38351095 -263.36995555 -263.33535145
-263.39664954 -263.38888304 -263.37060484 -263.33354294
-263.39763592 -263.39467912 -263.37083652 -263.33163272
-263.40055199 -263.39797899 -263.37016039 -263.33189529
-263.40538533 -263.39812553 -263.36862363 -263.33318733
-263.39826998 -263.39727158 -263.37063768 -263.33125578
-263.39827062 -263.39727192 -263.37063792 -263.33125622
-263.40310640 -263.39807830 -263.36950490 -263.33259410
-263.40773184 -263.39748354 -263.36704794 -263.33345994
-263.41130013 -263.39580653 -263.36305723 -263.33335783
-263.41341389 -263.39278299 -263.35727759 -263.33196779
-263.41360772 -263.38805082 -263.34939012 -263.32888702
-263.41154011 -263.38135281 -263.33921081 -263.32382141
-263.40735951 -263.37290261 -263.32705871 -263.31695371
-263.40193746 -263.36361666 -263.31399506 -263.30917626
-263.39655128 -263.35479908 -263.30183708 -263.30145358
-263.39205306 -263.34731586 -263.29561426 -263.28283956
-263.38830003 -263.34103163 -263.29050253 -263.28171573
-263.38452082 -263.33517962 -263.28565302 -263.27388622
-263.38016613 -263.32921373 -263.28048573 -263.26665673
-263.37537652 -263.32327252 -263.27511332 -263.26016552
-263.37082249 -263.31801509 -263.27017949 -263.25479149
-263.36727694 -263.31418974 -263.26642544 -263.25085474
-263.36526899 -263.31228569 -263.26434009 -263.24867589
-263.36495349 -263.31240329 -263.26402619 -263.24832619
-263.36615050 -263.31429580 -263.26524610 -263.24957760
-263.36848843 -263.31751563 -263.26757703 -263.25202373
-263.37156977 -263.32158617 -263.27059147 -263.25524887
-263.37509192 -263.32612792 -263.27398972 -263.25897362
-263.37887407 -263.33089377 -263.27762617 -263.26318097
-263.38278895 -263.33570355 -263.28142685 -263.26840315
-263.38665688 -263.34034588 -263.28526838 -263.27515008
-263.39023734 -263.34457184 -263.28895764 -263.28269364
-263.39338679 -263.34825179 -263.29238669 -263.28877259
-263.39625300 -263.35156890 -263.29844850 -263.29588920
-263.39925466 -263.35498806 -263.30673976 -263.30318656
-263.40269956 -263.35885746 -263.31555356 -263.31101276
-263.40634062 -263.36295072 -263.32453892 -263.31903062
-263.40939295 -263.36647475 -263.33283455 -263.32638605
-263.41104074 -263.36857794 -263.33957044 -263.33219174
-263.41092824 -263.36885074 -263.34435314 -263.33602214
-263.40925957 -263.36743637 -263.34736087 -263.33801997
-263.40657983 -263.36482473 -263.34911883 -263.33868023
-263.40348430 -263.36157140 -263.35020840 -263.33856540
-263.40042543 -263.35811203 -263.35106993 -263.33811283
-263.39763994 -263.35469774 -263.35192894 -263.33756304
-263.39517439 -263.35284069 -263.35139929 -263.33698269
-263.39297026 -263.35370366 -263.34825976 -263.33634486
-263.39096968 -263.35447318 -263.34528308 -263.33562768
-263.38918770 -263.35514500 -263.34258340 -263.33487870
-263.38769173 -263.35576693 -263.34032133 -263.33418803
-263.38647518 -263.35630878 -263.33857018 -263.33356198
-263.38532859 -263.35653349 -263.33716769 -263.33280759
-263.38389431 -263.35605551 -263.33575451 -263.33160571
-263.38202149 -263.35469769 -263.33414919 -263.32985449
-263.38024449 -263.35297419 -263.33287809 -263.32810539
-263.37985569 -263.35216439 -263.33327189 -263.32762159
-263.38210471 -263.35352491 -263.33663881 -263.32961491
-263.38703597 -263.35711827 -263.34306727 -263.33411207
-263.39323670 -263.36156870 -263.35116160 -263.33971510
-263.39887481 -263.36510131 -263.35907751 -263.34462331
-263.40283959 -263.36694640 -263.36539779 -263.34775709
-263.40501024 -263.37119014 -263.36581894 -263.34901694
-263.40584493 -263.37541283 -263.36369183 -263.34886473
-263.40588359 -263.37917259 -263.36054949 -263.34781749
-263.40547006 -263.38272136 -263.35685016 -263.34615656
-263.40469517 -263.38606327 -263.35283477 -263.34384977
-263.40348110 -263.38902320 -263.34864920 -263.34063200
-263.40171273 -263.39137583 -263.34442683 -263.33927393
-263.39937019 -263.39297319 -263.34047179 -263.33775309
-263.39662984 -263.39378334 -263.33766704 -263.33412384
-263.39460892 -263.39305972 -263.33529062 -263.32938462
-263.39422780 -263.38992890 -263.33264340 -263.32409130
-263.39460902 -263.39306002 -263.33529072 -263.32938442
-263.39421789 -263.39012629 -263.33275799 -263.32437029
-263.39346715 -263.38686435 -263.32991395 -263.31934395
-263.39181925 -263.38319155 -263.32643495 -263.31415175
-263.38887727 -263.37878117 -263.32196327 -263.30851687
-263.38462152 -263.37362302 -263.31649652 -263.30236292
-263.37976655 -263.36840885 -263.31076035 -263.29628195
-263.37574943 -263.36453833 -263.30620193 -263.29166853
-263.37404730 -263.36344650 -263.30430630 -263.29008880
-263.37519856 -263.36562526 -263.30561106 -263.29232016
-263.37847806 -263.37028736 -263.30937626 -263.29787786
-263.38256460 -263.37599980 -263.31424400 -263.30537020
-263.38645227 -263.38151107 -263.31915267 -263.31339527
-263.38989394 -263.38598534 -263.32399384 -263.32073324
-263.39318390 -263.38892490 -263.33015680 -263.32551180
-263.38989504 -263.38598684 -263.32399494 -263.32073394
-263.39349396 -263.38879766 -263.33036916 -263.32562856
-263.39711178 -263.38984368 -263.33717428 -263.32853618
-263.40026645 -263.38968125 -263.34341015 -263.33038295
-263.40273045 -263.38849265 -263.34881835 -263.33130325
-263.40442071 -263.38638771 -263.35329241 -263.33399781
-263.40540825 -263.38357925 -263.35687205 -263.33862715
-263.40593148 -263.38044798 -263.35974158 -263.34276638
-263.40631362 -263.37750512 -263.36210752 -263.34658372
-263.40676354 -263.37529124 -263.36390574 -263.35022284
-263.40716315 -263.37424435 -263.36451055 -263.35351215
-263.40700983 -263.37410453 -263.36322503 -263.35589023
-263.40561123 -263.37358073 -263.36008053 -263.35652143
-263.40245915 -263.37156315 -263.35624735 -263.35379215
-263.39760305 -263.36781416 -263.35243955 -263.34733665
-263.39179268 -263.36295018 -263.34759008 -263.33981298
-263.38621019 -263.35807719 -263.34260199 -263.33271239
-263.38185731 -263.35415241 -263.33844411 -263.32708991
-263.37906733 -263.35148563 -263.33545523 -263.32329973
-263.37756021 -263.34978991 -263.33337931 -263.32107861
-263.37687788 -263.34861528 -263.33179607 -263.31998418
-263.37671156 -263.34767046 -263.33044056 -263.31971906
-263.37692288 -263.34683848 -263.32921648 -263.32014808
-263.37742353 -263.34605383 -263.32806953 -263.32117163
-263.37813029 -263.34525089 -263.32693459 -263.32268169
-263.37899806 -263.34439926 -263.32577206 -263.32459446
-263.38006661 -263.34355561 -263.32691421 -263.32460701
-263.38150187 -263.34290537 -263.32973427 -263.32360877
-263.38352952 -263.34271692 -263.33321522 -263.32298022
-263.38629917 -263.34329007 -263.33733747 -263.32286447
-263.38972234 -263.34527944 -263.34126054 -263.32317174
-263.39340000 -263.34955330 -263.34332070 -263.32351020
-263.39673935 -263.35445015 -263.34400535 -263.32330165
-263.39923662 -263.35875882 -263.34354112 -263.32206472
-263.40076673 -263.36222083 -263.34197353 -263.31970603
-263.40165941 -263.36513652 -263.33970981 -263.31659961
-263.40242695 -263.36800615 -263.33732215 -263.31330175
-263.40328807 -263.37102557 -263.33508097 -263.31790797
-263.40390763 -263.37380683 -263.33268703 -263.31960483
-263.40363532 -263.37561352 -263.32950942 -263.32032962
-263.40203292 -263.37589392 -263.32511022 -263.31959172
-263.39922406 -263.37464956 -263.31961006 -263.31746396
-263.39583304 -263.37240194 -263.31470244 -263.31346524
-263.39263058 -263.36986318 -263.31179478 -263.30772608
-263.39016152 -263.36757412 -263.30949312 -263.30275882
-263.38858229 -263.36572919 -263.30791979 -263.29880729
-263.38776040 -263.36425220 -263.30692550 -263.29582670
-263.38750457 -263.36300427 -263.30629747 -263.29370867
-263.38772657 -263.36193977 -263.30594017 -263.29235767
-263.38843487 -263.36110467 -263.30588297 -263.29167397
-263.38959954 -263.36051314 -263.30614194 -263.29153314
-263.39101364 -263.36001624 -263.30657084 -263.29169224
-263.39227379 -263.35928369 -263.30682599 -263.29174649
-263.39291035 -263.35792495 -263.30648625 -263.29123905
-263.39262845 -263.35571965 -263.30529185 -263.28990625
-263.39161036 -263.35290826 -263.30344816 -263.28803536
-263.39073210 -263.35040270 -263.30184450 -263.28706150
-263.39136723 -263.34959553 -263.30186073 -263.28952283
-263.39457544 -263.35155954 -263.30455624 -263.29576944
-263.40017143 -263.35613153 -263.30974193 -263.30500713
-263.40665688 -263.36185078 -263.31599058 -263.31544528
-263.41216009 -263.36689109 -263.32533989 -263.32115899
-263.41542361 -263.37003331 -263.33301241 -263.32429861
-263.41610069 -263.37094449 -263.33811859 -263.32498289
-263.41448283 -263.36989983 -263.34084853 -263.32394653
-263.41111277 -263.36739317 -263.34166417 -263.32378477
-263.40654798 -263.36390958 -263.34106288 -263.32280798
-263.40130794 -263.35988454 -263.33952344 -263.32106274
-263.39591837 -263.35576167 -263.33754617 -263.31896047
-263.39093812 -263.35203202 -263.33567522 -263.31697472
-263.38689492 -263.34917572 -263.33442882 -263.31557222
-263.38414068 -263.34752288 -263.33415068 -263.31507398
-263.38272038 -263.34711478 -263.33487908 -263.31551938
-263.38234861 -263.34767571 -263.33632091 -263.31664031
-263.38249754 -263.34868794 -263.33793974 -263.31793444
-263.38252549 -263.34951239 -263.33908309 -263.31878729
-263.38181598 -263.34951788 -263.33912218 -263.31859868
-263.38001085 -263.34831165 -263.33768475 -263.31700985
-263.37738364 -263.34611784 -263.33503264 -263.31428174
-263.37514198 -263.34408998 -263.33236648 -263.31159838
-263.37506924 -263.34396724 -263.33146894 -263.31071334
-263.37833065 -263.34689525 -263.33353275 -263.31279175
-263.38442994 -263.35238264 -263.33810464 -263.31735094
-263.39149921 -263.35858351 -263.34337931 -263.32256311
-263.39758063 -263.36356653 -263.34746423 -263.32651963
-263.40155333 -263.36623223 -263.34929483 -263.32814673
-263.40320047 -263.36637827 -263.34869557 -263.32726557
-263.40284116 -263.36433336 -263.34600706 -263.32422286
-263.40100906 -263.36064116 -263.34176956 -263.31956816
-263.39829323 -263.35590563 -263.33656653 -263.31390153
-263.39528036 -263.35073856 -263.33097186 -263.30782026
-263.39249918 -263.34570668 -263.32550038 -263.30187078
-263.39032584 -263.34124084 -263.32051764 -263.29648234
-263.38889207 -263.33754247 -263.31615427 -263.29167867
-263.38806902 -263.33456572 -263.31229622 -263.29128352
-263.38755084 -263.33209394 -263.30866504 -263.28974704
-263.38695482 -263.32983182 -263.30492462 -263.28821702
-263.38588559 -263.32745969 -263.30074019 -263.28634579
-263.38396434 -263.32465444 -263.29580844 -263.28380554
-263.38095313 -263.32120733 -263.28997413 -263.28040263
-263.37704603 -263.31731423 -263.28351403 -263.27636263
-263.37319082 -263.31390182 -263.27745452 -263.27264872
-263.37099758 -263.31254528 -263.27347448 -263.27087368
-263.37192350 -263.31466460 -263.27309730 -263.27247760
-263.37623054 -263.32048944 -263.27775634 -263.27658234
-263.38277364 -263.32884884 -263.28546454 -263.28287724
-263.38977194 -263.33793944 -263.29382084 -263.29016764
-263.39574746 -263.34625746 -263.30130386 -263.29695596
-263.39993653 -263.35300813 -263.30711023 -263.30243533
-263.40223470 -263.35804770 -263.31109590 -263.30644430
-263.40299157 -263.36168147 -263.31357037 -263.30926627
-263.39634124 -263.36639934 -263.35129014 -263.33969294
-263.40069594 -263.37104894 -263.35752414 -263.34391004
-263.40373961 -263.37454691 -263.36285221 -263.34686341
-263.40417391 -263.37557831 -263.36590641 -263.34722581
-263.40110813 -263.37322593 -263.36570533 -263.34405763
-263.39495984 -263.36786394 -263.36254874 -263.33771434
-263.38845026 -263.36215376 -263.35901526 -263.33084966
-263.38617170 -263.36064210 -263.35953160 -263.32799920
-263.39106091 -263.36715131 -263.36600241 -263.33205411
-263.40064252 -263.37959892 -263.37575342 -263.34015922
-263.40870985 -263.39083955 -263.38351635 -263.34618215
-263.41062517 -263.39617467 -263.38470737 -263.34559017
-263.40594386 -263.39506546 -263.37889456 -263.33802886
-263.39743306 -263.39003256 -263.36878796 -263.32629996
-263.38892306 -263.38409806 -263.35789706 -263.31408936
-263.38362835 -263.37855775 -263.34862415 -263.30898275
-263.39298375 -263.38708695 -263.36329735 -263.31663625
-263.38177000 -263.37403190 -263.34160160 -263.30679440
-263.38177344 -263.37077694 -263.33626424 -263.30612104
-263.38270583 -263.36846603 -263.33201703 -263.30617423
-263.38432337 -263.36704177 -263.32872617 -263.30669267
-263.38672686 -263.36669516 -263.32655186 -263.30780136
-263.38998068 -263.36755358 -263.32560738 -263.30966148
-263.39388855 -263.36947485 -263.32574955 -263.31221035
-263.39796691 -263.37202551 -263.32655561 -263.31507981
-263.40155058 -263.37458848 -263.32742758 -263.31768448
-263.40392515 -263.37649015 -263.32771765 -263.31936795
-263.40444618 -263.37711908 -263.32684058 -263.31954658
-263.40290298 -263.37628538 -263.32462658 -263.31807808
-263.40042925 -263.37512925 -263.32222615 -263.31616505
-263.40003808 -263.37666328 -263.32264048 -263.31688268
-263.40449653 -263.38364643 -263.32860273 -263.32303273
-263.41251972 -263.39477412 -263.33877902 -263.33331932
-263.41902038 -263.40492508 -263.34802638 -263.34259718
-263.41985963 -263.40991853 -263.35214243 -263.34665323
-263.41475802 -263.40942012 -263.35076842 -263.34514102
-263.40630516 -263.40546516 -263.34615856 -263.34035236
-263.40117714 -263.39615924 -263.34052164 -263.33466834
-263.40630569 -263.40546579 -263.34615859 -263.34035299
-263.40116645 -263.39614725 -263.34047805 -263.33465715
-263.39680487 -263.38640597 -263.33516367 -263.33118377
-263.39278369 -263.37686739 -263.33161609 -263.32886999
-263.38891313 -263.36750563 -263.33067753 -263.32414313
-263.38526124 -263.35854954 -263.33014894 -263.31926564
-263.38212102 -263.35045062 -263.32994912 -263.31486422
-263.37977958 -263.34364958 -263.33025078 -263.31131048
-263.37835365 -263.33842815 -263.33106835 -263.30878185
-263.37778926 -263.33507816 -263.33207256 -263.30727056
-263.37799752 -263.33490692 -263.33184392 -263.30671782
-263.37898002 -263.33671302 -263.33163782 -263.30713532
-263.38065329 -263.33896799 -263.33283279 -263.30842699
-263.38230707 -263.34080387 -263.33485477 -263.30984367
-263.38238558 -263.34062718 -263.33611628 -263.30976648
-263.37981046 -263.33733466 -263.33544886 -263.30704016
-263.37642158 -263.33460268 -263.33271158 -263.30342608
-263.37676683 -263.33795263 -263.33134293 -263.30342193
-263.38309870 -263.34768810 -263.33547000 -263.30928080
-263.39218151 -263.36051481 -263.34191991 -263.31782381
-263.39911091 -263.37149871 -263.34586181 -263.32423401
-263.40167010 -263.37839490 -263.34516440 -263.32783500
-263.40028481 -263.38158221 -263.34033551 -263.32898541
-263.39626027 -263.38229087 -263.33276817 -263.32752707
-263.39086554 -263.38166824 -263.32479454 -263.32363894
-263.38526398 -263.38055528 -263.32131748 -263.31463028
-263.38152408 -263.37847868 -263.31821478 -263.30757278
-263.38158673 -263.37450343 -263.31583313 -263.30407553
-263.38291295 -263.37982175 -263.31970065 -263.31059285
-263.38127172 -263.37653062 -263.31693322 -263.30558102
-263.38152430 -263.37847820 -263.31821500 -263.30757390
-263.38147893 -263.37490423 -263.31600133 -263.30422233
-263.38291533 -263.37215993 -263.31473523 -263.30248413
-263.38528283 -263.37056433 -263.31432013 -263.30180583
-263.38822770 -263.36994130 -263.31453500 -263.30182700
-263.39152560 -263.37015440 -263.31525980 -263.30242760
-263.39526561 -263.37135071 -263.31667621 -263.30394561
-263.39978705 -263.37389915 -263.31919315 -263.30699325
-263.40509118 -263.37780628 -263.32286028 -263.31162868
-263.41003966 -263.38190796 -263.32655986 -263.31669036
