c    -0.00020296    0.00010816   -0.00009297
c    -0.00038541   -0.00024337    0.00019077
n    -0.00021866    0.00007731   -0.00034217
c     0.00030022   -0.00044855    0.00019089
c    -0.00024136    0.00047677   -0.00028200
n     0.00035057    0.00003609    0.00008846
h     0.00072306   -0.00217633   -0.00036882
h     0.00325389    0.00129683    0.00147462
h     0.00018228    0.00005734    0.00111883
h     0.00031856    0.00052169    0.00122087
c    -0.00061747   -0.00048969    0.00027292
c    -0.00006059   -0.00024998   -0.00019530
n     0.00018650    0.00011882    0.00003561
c    -0.00029320   -0.00048762   -0.00002940
c     0.00022717    0.00037760    0.00025290
n     0.00052417    0.00052498   -0.00040533
h    -0.00108315    0.00334468    0.00166878
h    -0.00238633   -0.00212605   -0.00041824
h     0.00206021   -0.00021032    0.00022043
h     0.00040283    0.00017295    0.00007735
c     0.00004038   -0.00001795   -0.00013170
c    -0.00004326   -0.00006895    0.00013307
n    -0.00000825   -0.00029439   -0.00002724
c    -0.00006107    0.00001936    0.00018359
c     0.00022200   -0.00008195    0.00018427
n    -0.00009571    0.00010603    0.00001550
h     0.00033128    0.00094496   -0.00061719
h     0.00032691    0.00063599   -0.00030463
h    -0.00116631    0.00113951   -0.00235486
h     0.00006895    0.00167833   -0.00096070
c     0.00047403   -0.00020862    0.00002211
c     0.00014459   -0.00063798   -0.00010253
n     0.00009710   -0.00007759    0.00016048
c    -0.00022396   -0.00019738   -0.00021418
c    -0.00008952    0.00013926    0.00015224
n     0.00001705    0.00059125    0.00004490
h    -0.00104333    0.00204577   -0.00037856
h    -0.00106535    0.00012088   -0.00013953
h    -0.00431123    0.00139350    0.00028320
h     0.00119736    0.00008503   -0.00092200
c    -0.00006154    0.00021156    0.00018937
c    -0.00037621    0.00002351   -0.00012523
n    -0.00009769   -0.00009653   -0.00000721
c     0.00018226    0.00031485    0.00027751
c     0.00038515   -0.00019775    0.00002614
n     0.00000666   -0.00020977   -0.00030156
h    -0.00044452   -0.00034454    0.00247592
h     0.00052717   -0.00139883   -0.00174030
h    -0.00041648    0.00175840   -0.00040809
h     0.00005351    0.00004370   -0.00042062
c    -0.00036028   -0.00010811    0.00034565
c     0.00004114    0.00020723   -0.00015979
n     0.00010028   -0.00006788   -0.00001376
c     0.00014923    0.00014286    0.00006846
c     0.00010699   -0.00022055   -0.00009621
n     0.00019538    0.00026615   -0.00011985
h    -0.00009722   -0.00274322    0.00011330
h     0.00114729    0.00147952   -0.00082493
h    -0.00220250    0.00070953    0.00110867
h    -0.00220558   -0.00245613   -0.00042512
c    -0.00078692   -0.00009383    0.00029601
c    -0.00017742   -0.00046722   -0.00003203
n    -0.00016385    0.00019923   -0.00015855
c     0.00023716   -0.00017751    0.00001604
c     0.00026023    0.00066212   -0.00001287
n     0.00026778    0.00033053   -0.00010431
h     0.00402337   -0.00025068   -0.00191859
h    -0.00144672   -0.00192614    0.00130100
h     0.00105038   -0.00229324    0.00035200
h     0.00049390   -0.00197965    0.00073391
c     0.00005126   -0.00017068    0.00005438
c    -0.00026735    0.00015332    0.00002607
n    -0.00035445   -0.00016313    0.00027925
c     0.00066331    0.00013809    0.00014071
c    -0.00039232    0.00014027   -0.00061481
n     0.00031228    0.00034381    0.00027772
h     0.00164038   -0.00080214    0.00000905
h     0.00027523   -0.00216247   -0.00334373
h     0.00063502    0.00018295   -0.00060556
h    -0.00261912   -0.00283919    0.00089286
c     0.00000568   -0.00054033    0.00019945
c    -0.00036042    0.00045197   -0.00010309
n     0.00011650   -0.00002357    0.00017218
c     0.00012885   -0.00003475   -0.00013546
c    -0.00016399    0.00004769   -0.00027928
n     0.00017388    0.00000060   -0.00000207
h    -0.00060380    0.00029438    0.00071136
h     0.00087297    0.00101026   -0.00166497
h     0.00072800    0.00075547    0.00153875
h    -0.00038532   -0.00084220    0.00084584
c    -0.00006228    0.00011820    0.00032504
c     0.00007911    0.00020079    0.00002596
n    -0.00007969    0.00015181   -0.00022902
c    -0.00010045   -0.00026912    0.00004509
c     0.00031215    0.00023695    0.00012444
n    -0.00028890   -0.00042882   -0.00012903
h     0.00096593   -0.00191668   -0.00195305
h     0.00035176    0.00248724    0.00074609
h     0.00257933   -0.00127914    0.00068084
h    -0.00149924    0.00113929   -0.00070249
c     0.00043225   -0.00076209    0.00031103
c     0.00009078   -0.00019661   -0.00006407
n    -0.00012742    0.00034668   -0.00014822
c    -0.00008732    0.00025558   -0.00004894
c    -0.00020033   -0.00061294    0.00025893
n    -0.00028523    0.00039139   -0.00010775
h     0.00085262    0.00125328   -0.00093704
h     0.00085154    0.00220798   -0.00012826
h    -0.00187441    0.00093543    0.00176828
h     0.00309850    0.00103269   -0.00259209
c    -0.00017218   -0.00006099    0.00028416
c     0.00032781   -0.00028321   -0.00035830
n    -0.00039111    0.00025116    0.00020382
c     0.00021016    0.00004062   -0.00030412
c     0.00032682    0.00036138    0.00048879
n     0.00025412   -0.00019887   -0.00017456
h     0.00091631   -0.00030166   -0.00086876
h     0.00068641   -0.00085353    0.00085199
h    -0.00482017    0.00166077    0.00007835
h    -0.00313353   -0.00192084   -0.00178549
c    -0.00027269   -0.00024240   -0.00001633
c     0.00008567   -0.00001435   -0.00010815
n     0.00026220    0.00001229   -0.00008013
c    -0.00051768    0.00014134    0.00031659
c     0.00025568   -0.00030057    0.00019293
n    -0.00022208    0.00015916   -0.00001907
h     0.00112587    0.00147435   -0.00027302
h    -0.00028123    0.00079484    0.00073830
h     0.00134474   -0.00134587   -0.00196962
h     0.00260455    0.00165217   -0.00170600
c    -0.00003592    0.00020273    0.00018504
c    -0.00006262    0.00023154   -0.00006541
n     0.00052875   -0.00010697    0.00027239
c    -0.00036841    0.00008323   -0.00045773
c    -0.00033405   -0.00001612    0.00020826
n     0.00006630   -0.00027106   -0.00000431
h     0.00194874    0.00049065   -0.00152716
h     0.00017991   -0.00100097   -0.00076694
h    -0.00123928    0.00082393    0.00054674
h     0.00038877   -0.00103666   -0.00043007
c    -0.00002595   -0.00007894    0.00013473
c    -0.00007752   -0.00035848   -0.00007637
n    -0.00000376   -0.00027091    0.00030099
c    -0.00007805    0.00055391   -0.00002585
c     0.00031241   -0.00007096   -0.00001953
n    -0.00003133    0.00035979   -0.00005143
h    -0.00060997    0.00117242   -0.00032411
h     0.00007326   -0.00053585   -0.00182574
h    -0.00179818   -0.00001991   -0.00203150
h     0.00126269   -0.00239424    0.00055920
c    -0.00051275    0.00033858   -0.00011022
c     0.00062306    0.00011898    0.00017226
n    -0.00003556   -0.00026858    0.00014622
c     0.00007822    0.00004428    0.00026784
c     0.00010374    0.00020179   -0.00081169
n     0.00000587   -0.00019903    0.00041838
h     0.00004611   -0.00155775   -0.00133772
h    -0.00153010    0.00237441   -0.00169228
h     0.00067519   -0.00104444   -0.00174201
h    -0.00226188   -0.00166084    0.00266934
c    -0.00048831    0.00066048    0.00016589
c     0.00033494   -0.00020235   -0.00015016
n    -0.00016488   -0.00019563    0.00015600
c     0.00038826   -0.00019817   -0.00008301
c     0.00002595   -0.00042639   -0.00030001
n    -0.00002118    0.00029858    0.00018930
h     0.00061007    0.00101472   -0.00227512
h     0.00072922   -0.00125317    0.00076270
h     0.00118081    0.00146657   -0.00038260
h    -0.00304355   -0.00067506    0.00147464
c    -0.00037335   -0.00036077   -0.00011701
c     0.00039616    0.00007303   -0.00002898
n    -0.00005392    0.00007276   -0.00024414
c    -0.00023487    0.00002919    0.00033615
c     0.00010542    0.00007127    0.00005396
n     0.00003890   -0.00007456   -0.00009541
h     0.00043847    0.00185142    0.00202895
h    -0.00009069   -0.00001992    0.00062604
h    -0.00079565    0.00168208    0.00021751
h     0.00192765   -0.00125650   -0.00106396
c     0.00002564   -0.00011298    0.00013454
c     0.00023444   -0.00016857    0.00022694
n    -0.00015605    0.00027831    0.00005740
c     0.00037748   -0.00028099   -0.00040118
c    -0.00008810    0.00012998    0.00020070
n    -0.00029060   -0.00009163   -0.00006937
h     0.00071807   -0.00017240   -0.00126372
h    -0.00067433    0.00257038   -0.00144768
h    -0.00165322    0.00054469    0.00126674
h     0.00126708   -0.00038121   -0.00030774
c    -0.00006013   -0.00022056   -0.00000006
c     0.00026988    0.00028063   -0.00010811
n    -0.00035866   -0.00014600    0.00017663
c     0.00046126   -0.00022585   -0.00024595
c    -0.00028367   -0.00028628    0.00006089
n    -0.00016746    0.00017762    0.00004687
h     0.00060870    0.00020954   -0.00023109
h     0.00097486    0.00158215    0.00017454
h     0.00026086    0.00172952    0.00037800
h     0.00084957    0.00142701    0.00006770
c     0.00033006    0.00009708   -0.00004944
c    -0.00005814   -0.00010816    0.00014409
n     0.00003922   -0.00006541   -0.00005732
c    -0.00026498    0.00022623    0.00013249
c    -0.00026129   -0.00029463    0.00005320
n    -0.00009469    0.00005756   -0.00009245
h     0.00091829   -0.00138034    0.00079150
h     0.00184743    0.00127364   -0.00112421
h    -0.00043512    0.00075454   -0.00068716
h     0.00147130    0.00040843   -0.00024014
c     0.00052605   -0.00076187   -0.00018729
c    -0.00024617    0.00009279    0.00012966
n    -0.00014019    0.00058277   -0.00005175
c     0.00010477   -0.00001303    0.00021617
c    -0.00045484   -0.00005574   -0.00029619
n    -0.00022679    0.00004426    0.00006236
h     0.00005174    0.00170330    0.00139058
h     0.00171754    0.00039738   -0.00071712
h     0.00143976   -0.00376722   -0.00039253
h     0.00272640    0.00174798    0.00121221
c     0.00042323    0.00009503   -0.00003328
c    -0.00001865   -0.00000101   -0.00012135
n    -0.00022526   -0.00048308    0.00004626
c     0.00026115    0.00049124    0.00009130
c    -0.00028959    0.00013021   -0.00009560
n     0.00015704    0.00005022    0.00012766
h    -0.00042709   -0.00106969   -0.00056627
h    -0.00240614   -0.00140729    0.00079597
h    -0.00157021    0.00196757   -0.00074599
h     0.00086856   -0.00200319   -0.00000619
c    -0.00010600    0.00069658   -0.00028398
c    -0.00012740   -0.00082690    0.00008123
n    -0.00021346   -0.00026425   -0.00017118
c     0.00008808    0.00064592    0.00037267
c    -0.00052322   -0.00003469   -0.00013397
n     0.00026722    0.00021616    0.00003777
h     0.00104405   -0.00138029    0.00257582
h     0.00045781    0.00028904   -0.00042158
h     0.00335248   -0.00315340   -0.00011841
h     0.00236617   -0.00081856   -0.00061061
c    -0.00023135   -0.00038544   -0.00006659
c     0.00007494    0.00050604    0.00004890
n     0.00027907   -0.00001039   -0.00002110
c    -0.00014506    0.00030478   -0.00009714
c     0.00025846   -0.00052366    0.00026629
n    -0.00006895   -0.00024168    0.00013218
h     0.00308066   -0.00086458   -0.00135912
h    -0.00323666    0.00120944    0.00029509
h    -0.00183304    0.00288407    0.00005739
h    -0.00041796    0.00144475   -0.00234179
c     0.00017306   -0.00032477    0.00022915
c    -0.00022183    0.00014071   -0.00030374
n     0.00013932    0.00012029    0.00025069
c    -0.00000332   -0.00029258    0.00020113
c    -0.00013101   -0.00000296   -0.00003660
n    -0.00030188    0.00028746   -0.00009807
h    -0.00039636   -0.00026688    0.00031666
h     0.00005021    0.00048698   -0.00113198
h     0.00051308    0.00062073   -0.00222361
h     0.00427375   -0.00079046   -0.00015348
c    -0.00088938    0.00062085    0.00020456
c    -0.00018559   -0.00049427   -0.00005994
n    -0.00016942    0.00019210    0.00006630
c     0.00078344    0.00033756   -0.00000172
c    -0.00012051   -0.00078140   -0.00002525
n     0.00020729    0.00050923   -0.00002615
h    -0.00018513   -0.00251319   -0.00133131
h     0.00292894   -0.00023513   -0.00020900
h     0.00034016   -0.00121292   -0.00069723
h     0.00130056   -0.00200216    0.00027761
c     0.00039240    0.00044437   -0.00026558
c    -0.00088337   -0.00012296    0.00006742
n     0.00038645   -0.00032034   -0.00021665
c     0.00029978    0.00006598    0.00013707
c     0.00051787   -0.00017675   -0.00002538
n    -0.00025465    0.00033392    0.00003790
h     0.00027895   -0.00206265    0.00150370
h     0.00099120   -0.00071174    0.00126525
h    -0.00395266    0.00084721    0.00084658
h    -0.00304198   -0.00077183   -0.00010139
c     0.00001969   -0.00002020   -0.00024158
c    -0.00037260    0.00018984   -0.00011634
n    -0.00013810   -0.00047881   -0.00001396
c     0.00042254    0.00077735    0.00010156
c     0.00024743   -0.00041230   -0.00003175
n    -0.00005578    0.00004694    0.00008273
h    -0.00117627   -0.00042093    0.00094829
h    -0.00080807    0.00027770    0.00168752
h     0.00065139    0.00044270   -0.00054733
h     0.00024801   -0.00067110    0.00038942
c    -0.00024603   -0.00043716   -0.00000506
c     0.00035980    0.00067378   -0.00002746
n    -0.00063741   -0.00018410    0.00004808
c     0.00073034   -0.00040281    0.00009863
c    -0.00018487    0.00008568   -0.00028210
n     0.00006267    0.00014917   -0.00001029
h     0.00042483    0.00009280    0.00156301
h     0.00048083   -0.00246415   -0.00103143
h    -0.00208475    0.00174579    0.00040827
h     0.00130799    0.00207032    0.00110920
c     0.00008913   -0.00047854   -0.00017794
c    -0.00064074    0.00008121    0.00008557
n    -0.00045398    0.00002926   -0.00004039
c     0.00073370   -0.00012411   -0.00000413
c    -0.00010127    0.00031321    0.00005256
n     0.00034826    0.00013200    0.00020637
h    -0.00091241    0.00059486   -0.00060909
h     0.00182808   -0.00104887    0.00017775
h     0.00027373    0.00136147    0.00018257
h    -0.00068361   -0.00066646   -0.00153355
c     0.00017091   -0.00033479   -0.00039002
c     0.00004270    0.00042200    0.00015161
n    -0.00023704    0.00014479   -0.00000294
c     0.00004144   -0.00023603   -0.00026385
c     0.00007813   -0.00011696    0.00005325
n     0.00000918    0.00027582    0.00006783
h    -0.00064792   -0.00159777    0.00180711
h    -0.00010394   -0.00241249    0.00050848
h     0.00014836   -0.00061130    0.00152683
h    -0.00020137    0.00194490    0.00060713
c     0.00058737    0.00040613   -0.00018357
c    -0.00002306   -0.00026289   -0.00024480
n     0.00008210    0.00001372   -0.00008904
c     0.00015636    0.00003220    0.00036085
c    -0.00063229   -0.00004542   -0.00034355
n    -0.00009170   -0.00020179    0.00014294
h     0.00127186    0.00010993    0.00082079
h     0.00139436    0.00024302    0.00270964
h    -0.00326338    0.00200118   -0.00094743
h    -0.00032269   -0.00129061    0.00156700
c    -0.00051980   -0.00020451   -0.00006832
c     0.00037231   -0.00016896    0.00013650
n    -0.00007075    0.00001688   -0.00004196
c     0.00019631    0.00001479   -0.00019242
c    -0.00034349   -0.00009166    0.00024074
n     0.00023539    0.00027604   -0.00000564
h    -0.00017764    0.00032657   -0.00079340
h     0.00145690    0.00216864    0.00036498
h    -0.00174597   -0.00035435    0.00031449
h     0.00169095   -0.00084378   -0.00061327
c     0.00019793   -0.00035092   -0.00008268
c     0.00033871   -0.00002053   -0.00013688
n    -0.00043056    0.00001591    0.00012458
c    -0.00009311    0.00037373   -0.00036113
c    -0.00020580    0.00035112    0.00014295
n     0.00029930   -0.00005354    0.00002197
h    -0.00043070    0.00001125    0.00035462
h     0.00063708   -0.00066236    0.00124021
h    -0.00018434    0.00048466    0.00139721
h    -0.00103143   -0.00352245    0.00018858
c    -0.00018850   -0.00010807    0.00009924
c    -0.00023027   -0.00011894    0.00026217
n     0.00019659   -0.00004820   -0.00018943
c    -0.00006260   -0.00000359   -0.00016374
c    -0.00051460    0.00001469    0.00010298
n     0.00040505   -0.00013131    0.00004308
h    -0.00046487    0.00049284   -0.00173585
h     0.00344327    0.00259673   -0.00041757
h    -0.00177803    0.00006553    0.00181329
h     0.00230976    0.00191229   -0.00120941
c    -0.00050260    0.00005119   -0.00020229
c     0.00009900    0.00009690    0.00015907
n     0.00014935    0.00027172    0.00020540
c    -0.00008192   -0.00007408   -0.00012996
c     0.00048896    0.00003914    0.00004914
n    -0.00023542   -0.00009271    0.00013256
h     0.00171819    0.00112663   -0.00104611
h    -0.00057661   -0.00172619   -0.00068539
h     0.00118774   -0.00120568   -0.00210032
h    -0.00117442   -0.00203053    0.00061444
c     0.00003752   -0.00008152    0.00010811
c    -0.00017008    0.00040411   -0.00013340
n     0.00009063   -0.00005299    0.00004185
c     0.00005589    0.00001005    0.00010938
c     0.00016918    0.00015688   -0.00001093
n    -0.00013204   -0.00036252    0.00004668
h     0.00116305   -0.00016730   -0.00120401
h    -0.00011816   -0.00104691    0.00055714
h    -0.00194222    0.00046701   -0.00116797
h     0.00037025    0.00068645   -0.00028712
c     0.00009298   -0.00042584   -0.00005879
c    -0.00022121    0.00044221   -0.00008039
n     0.00006990   -0.00027526    0.00003252
c    -0.00009744    0.00021938    0.00013598
c    -0.00002687    0.00000400   -0.00018781
n     0.00036887    0.00018194    0.00010749
h    -0.00360601   -0.00126289   -0.00041866
h     0.00184841    0.00116916    0.00086943
h     0.00025054   -0.00245467   -0.00111808
h    -0.00157971    0.00098786    0.00099839
c     0.00028017    0.00026187    0.00024948
c    -0.00003846   -0.00062431   -0.00000180
n    -0.00008515   -0.00018680   -0.00002528
c    -0.00011424    0.00035618   -0.00011237
c     0.00008589   -0.00030418    0.00049550
n    -0.00019736    0.00025231   -0.00033837
h     0.00132964   -0.00073542   -0.00031617
h    -0.00068400    0.00136487   -0.00047403
h    -0.00127576    0.00022909   -0.00036590
h     0.00201270    0.00193096   -0.00130897
c    -0.00076452    0.00073377   -0.00015128
c    -0.00021048   -0.00052898    0.00035613
n     0.00028814   -0.00031744   -0.00015276
c    -0.00039390    0.00021276    0.00004191
c     0.00009578    0.00035473    0.00016834
n     0.00061100   -0.00035036   -0.00015735
h     0.00162974   -0.00102582   -0.00048035
h     0.00298027    0.00073536    0.00017888
h    -0.00181071    0.00067365   -0.00179840
h    -0.00011965   -0.00030837    0.00146171
c     0.00032394    0.00075063   -0.00005681
c    -0.00052539   -0.00055430    0.00002439
n     0.00001586   -0.00018942    0.00023490
c    -0.00024128   -0.00011081   -0.00040762
c    -0.00002520    0.00029298    0.00000061
n    -0.00002923   -0.00028049    0.00016741
h    -0.00220054   -0.00187930   -0.00059075
h     0.00263929    0.00144144   -0.00080899
h     0.00111550    0.00088838    0.00118793
h     0.00420805    0.00156772   -0.00014108
c    -0.00019475    0.00010068    0.00000699
c    -0.00091603   -0.00019723    0.00002882
n     0.00003241    0.00008649   -0.00000776
c     0.00040617    0.00013503   -0.00002430
c     0.00003460    0.00025796    0.00003317
n     0.00044139   -0.00031566    0.00000072
h    -0.00096202   -0.00154529   -0.00022949
h     0.00330301    0.00179344   -0.00007581
h    -0.00016765   -0.00014034    0.00004330
h    -0.00077149   -0.00045661   -0.00017262
c    -0.00017500   -0.00006944   -0.00018982
c     0.00015357    0.00035502    0.00022054
n     0.00016104    0.00012432   -0.00028904
c     0.00021434   -0.00088452    0.00023074
c    -0.00005718    0.00013947   -0.00022904
n     0.00020186    0.00010570    0.00016521
h    -0.00414377    0.00047684    0.00035345
h    -0.00159613   -0.00103929    0.00021886
h    -0.00066400    0.00144580    0.00112772
h    -0.00025609    0.00139653   -0.00036591
c    -0.00041774    0.00024337    0.00021237
c     0.00015623   -0.00039953   -0.00014155
n     0.00027781   -0.00012629    0.00017139
c    -0.00098454   -0.00038920   -0.00021779
c     0.00012753    0.00047986   -0.00004225
n     0.00029395    0.00022024   -0.00012541
h    -0.00095140   -0.00003187    0.00027693
h     0.00279845    0.00146113   -0.00054938
h     0.00326671   -0.00261372    0.00078376
h     0.00027218    0.00065961    0.00110472
c    -0.00024010   -0.00028379   -0.00006673
c    -0.00005686   -0.00006668    0.00016049
n    -0.00010627    0.00012562   -0.00039796
c     0.00008833    0.00009801    0.00038695
c     0.00008257   -0.00011108   -0.00020046
n     0.00005299    0.00012076    0.00005857
h     0.00186336   -0.00013508   -0.00036195
h     0.00148911    0.00081209    0.00135248
h    -0.00119358   -0.00005503    0.00021687
h     0.00008377    0.00028732    0.00016800
c     0.00069293   -0.00047226    0.00018933
c    -0.00038696    0.00018882   -0.00011763
n    -0.00049437    0.00006469   -0.00008630
c     0.00007207    0.00050382    0.00010707
c     0.00032871   -0.00025161    0.00020098
n    -0.00025574   -0.00034411   -0.00029823
h    -0.00305979   -0.00088332    0.00081419
h     0.00221268    0.00301044    0.00036614
h     0.00221409   -0.00056580   -0.00029155
h     0.00063240    0.00269332   -0.00007177
c     0.00031026    0.00007102    0.00012768
c    -0.00048210    0.00049083   -0.00026444
n     0.00021798    0.00014262    0.00002156
c     0.00029051   -0.00036367    0.00021138
c    -0.00031017   -0.00007593   -0.00011860
n    -0.00021008    0.00007633    0.00003285
h    -0.00017829   -0.00219992   -0.00035977
h     0.00117687   -0.00130697    0.00099345
h     0.00050112   -0.00093238   -0.00081444
h     0.00067284   -0.00005972   -0.00005109
c    -0.00043025   -0.00046847   -0.00023074
c    -0.00000644    0.00059854    0.00017849
n    -0.00018141   -0.00053183   -0.00010265
c     0.00023814   -0.00012479    0.00031634
c     0.00020032   -0.00002704   -0.00050773
n     0.00013852    0.00010951    0.00019108
h     0.00024638    0.00278922    0.00032860
h    -0.00071187   -0.00194608    0.00005448
h    -0.00016245    0.00240320   -0.00100353
h     0.00120275    0.00288089    0.00229534
c    -0.00023396    0.00054138   -0.00003233
c    -0.00046380    0.00029511   -0.00005990
n     0.00052184    0.00017821   -0.00004701
c    -0.00004175    0.00014419   -0.00009642
c     0.00037274   -0.00047456    0.00023922
n    -0.00054630   -0.00031915    0.00006031
h     0.00206499   -0.00104010   -0.00110563
h     0.00200621   -0.00140377    0.00147945
h    -0.00029211    0.00064983    0.00017514
h     0.00093186   -0.00227952   -0.00133644
c    -0.00001324    0.00011500    0.00010398
c     0.00008772   -0.00017815   -0.00042034
n    -0.00025072    0.00026352    0.00002408
c     0.00008993    0.00047087    0.00004653
c    -0.00019707   -0.00010193   -0.00000749
n     0.00042294   -0.00057689   -0.00005051
h    -0.00049350    0.00000728    0.00092557
h    -0.00040219   -0.00000538    0.00207120
h     0.00049644    0.00049677    0.00074003
h    -0.00160440    0.00021098   -0.00006452
c    -0.00018943    0.00004780   -0.00022779
c     0.00004283    0.00045670    0.00008464
n     0.00017541   -0.00003029    0.00003294
c     0.00024152   -0.00004984    0.00005353
c    -0.00021890   -0.00010789   -0.00006273
n    -0.00009294   -0.00005034    0.00011421
h     0.00294926   -0.00131014    0.00087788
h    -0.00258003   -0.00113249   -0.00055489
h     0.00036005    0.00046558   -0.00034410
h    -0.00039767   -0.00103537   -0.00020777
c    -0.00023942   -0.00014891    0.00002996
c    -0.00009090    0.00052296   -0.00012913
n     0.00027644   -0.00034938   -0.00021960
c     0.00001660    0.00000784    0.00024264
c     0.00001924    0.00048678    0.00025074
n     0.00029337   -0.00025789   -0.00022780
h     0.00155203   -0.00081232    0.00224897
h    -0.00081986   -0.00022173    0.00044519
h    -0.00251011   -0.00037617    0.00080443
h    -0.00262966   -0.00050482   -0.00198046
c     0.00005691    0.00095615   -0.00010000
c     0.00028994   -0.00034897   -0.00001891
n    -0.00001946    0.00004808    0.00010944
c    -0.00019942   -0.00039603   -0.00010630
c     0.00005764    0.00001398    0.00015888
n    -0.00022959    0.00007963   -0.00001225
h     0.00038403   -0.00291578    0.00074801
h    -0.00073322   -0.00092209   -0.00046797
h     0.00234274    0.00035930   -0.00015679
h    -0.00097720   -0.00097894   -0.00068321
c     0.00001678   -0.00022527   -0.00023944
